Cell Name,Cluster,ruoyi_cluster
F2_P9_MMD5_L001,CD8_G,CD8_G
F3_P10_MMD5_L001,CD8_G,CD8_G
F4_P9_MMD5_L001,CD8_G,CD8_G
F5_P10_MMD5_L001,CD8_G,CD8_G
F5_P9_MMD5_L001,CD8_G,CD8_G
F6_P9_MMD5_L001,CD8_G,CD8_G
F8_P3_MMD5_L001,CD8_G,CD8_G
F9_P9_MMD5_L001,CD8_G,CD8_G
G11_P10_MMD5_L001,CD8_G,CD8_G
G11_P9_MMD5_L001,CD8_G,CD8_G
G12_P9_MMD5_L001,CD8_G,CD8_G
G1_P11_MMD5_L001,CD8_G,CD8_G
G1_P9_MMD5_L001,CD8_G,CD8_G
G2_P3_MMD5_L001,CD8_B,CD8_B
G3_P10_MMD5_L001,CD8_G,CD8_G
G4_P11_MMD5_L001,CD8_G,CD8_G
G4_P9_MMD5_L001,CD8_G,CD8_G
G6_P11_MMD5_L001,CD8_G,CD8_G
G6_P9_MMD5_L001,CD8_G,CD8_G
G7_P11_MMD5_L001,CD8_G,CD8_G
G9_P3_MMD5_L001,CD8_G,CD8_G
H10_P10_MMD5_L001,CD8_G,CD8_G
H10_P11_MMD5_L001,CD8_G,CD8_G
H10_P9_MMD5_L001,CD8_G,CD8_G
H11_P10_MMD5_L001,CD8_G,CD8_G
H11_P11_MMD5_L001,CD8_G,CD8_G
H11_P9_MMD5_L001,CD8_G,CD8_G
H12_P10_MMD5_L001,CD8_G,CD8_G
H12_P11_MMD5_L001,CD8_G,CD8_G
H1_P11_MMD5_L001,CD8_G,CD8_G
H3_P10_MMD5_L001,CD8_G,CD8_G
H3_P9_MMD5_L001,CD8_G,CD8_G
H4_P3_MMD5_L001,CD8_G,CD8_G
H5_P11_MMD5_L001,CD8_G,CD8_G
H5_P9_MMD5_L001,CD8_G,CD8_G
H6_P9_MMD5_L001,CD8_G,CD8_G
H7_P11_MMD5_L001,CD8_G,CD8_G
H7_P9_MMD5_L001,CD8_G,CD8_G
H8_P11_MMD5_L001,CD8_G,CD8_G
H8_P9_MMD5_L001,CD8_G,CD8_G
H9_P11_MMD5_L001,CD8_G,CD8_G
H9_P3_MMD5_L001,CD8_B,NA
A10_P6_MMD2-36B_L001,CD8_G,CD8_G
A11_P10_MMD2-36B_L001,CD8_B,CD8_B
A11_P9_MMD2-36B_L001,CD8_G,CD8_G
A12_P10_MMD2-36B_L001,CD8_B,NA
A12_P8_MMD2-36B_L001,CD8_B,CD8_B
A2_P8_MMD2-36B_L001,CD8_B,CD8_B
A2_P9_MMD2-36B_L001,CD8_B,CD8_B
A3_P10_MMD2-36B_L001,CD8_B,NA
A4_P10_MMD2-36B_L001,CD8_B,CD8_B
A4_P8_MMD2-36B_L001,CD8_B,CD8_B
A4_P9_MMD2-36B_L001,CD8_B,CD8_B
A5_P10_MMD2-36B_L001,CD8_B,CD8_B
A6_P10_MMD2-36B_L001,CD8_G,CD8_G
A6_P8_MMD2-36B_L001,CD8_B,CD8_B
A8_P6_MMD2-36B_L001,CD8_B,CD8_B
A9_P6_MMD2-36B_L001,CD8_G,CD8_G
B10_P8_MMD2-36B_L001,CD8_G,CD8_G
B11_P8_MMD2-36B_L001,CD8_G,CD8_G
B12_P9_MMD2-36B_L001,CD8_B,NA
B1_P9_MMD2-36B_L001,CD8_B,CD8_B
B2_P8_MMD2-36B_L001,CD8_B,NA
B3_P6_MMD2-36B_L001,CD8_B,CD8_B
B3_P8_MMD2-36B_L001,CD8_B,CD8_B
B3_P9_MMD2-36B_L001,CD8_G,CD8_G
B6_P6_MMD2-36B_L001,CD8_B,CD8_B
B6_P8_MMD2-36B_L001,CD8_B,CD8_B
B7_P8_MMD2-36B_L001,CD8_B,NA
B8_P9_MMD2-36B_L001,CD8_G,CD8_G
B9_P6_MMD2-36B_L001,CD8_B,CD8_B
C10_P6_MMD2-36B_L001,CD8_B,CD8_B
C10_P8_MMD2-36B_L001,CD8_B,CD8_B
C11_P8_MMD2-36B_L001,CD8_B,CD8_B
C12_P6_MMD2-36B_L001,CD8_B,CD8_B
C12_P8_MMD2-36B_L001,CD8_G,CD8_G
C1_P10_MMD2-36B_L001,CD8_B,CD8_B
C1_P6_MMD2-36B_L001,CD8_B,CD8_B
C2_P6_MMD2-36B_L001,CD8_B,CD8_B
C5_P10_MMD2-36B_L001,CD8_G,CD8_G
C5_P6_MMD2-36B_L001,CD8_B,CD8_B
C6_P10_MMD2-36B_L001,CD8_B,CD8_B
C6_P6_MMD2-36B_L001,CD8_B,CD8_B
C7_P10_MMD2-36B_L001,CD8_G,CD8_G
C8_P9_MMD2-36B_L001,CD8_G,CD8_G
C9_P6_MMD2-36B_L001,CD8_B,CD8_B
C9_P9_MMD2-36B_L001,CD8_G,CD8_G
D1_P10_MMD2-36B_L001,CD8_B,CD8_B
D2_P10_MMD2-36B_L001,CD8_B,NA
D3_P10_MMD2-36B_L001,CD8_G,CD8_G
D3_P8_MMD2-36B_L001,CD8_G,CD8_G
D3_P9_MMD2-36B_L001,CD8_B,CD8_B
D4_P9_MMD2-36B_L001,CD8_B,CD8_B
D5_P8_MMD2-36B_L001,CD8_B,CD8_B
D6_P9_MMD2-36B_L001,CD8_G,NA
D7_P10_MMD2-36B_L001,CD8_G,CD8_G
D7_P6_MMD2-36B_L001,CD8_G,CD8_G
D7_P8_MMD2-36B_L001,CD8_B,CD8_B
D9_P8_MMD2-36B_L001,CD8_B,NA
E10_P6_MMD2-36B_L001,CD8_G,CD8_G
E10_P8_MMD2-36B_L001,CD8_G,CD8_G
E10_P9_MMD2-36B_L001,CD8_B,CD8_B
E11_P10_MMD2-36B_L001,CD8_B,CD8_B
E11_P6_MMD2-36B_L001,CD8_B,CD8_B
E12_P10_MMD2-36B_L001,CD8_B,CD8_B
E12_P8_MMD2-36B_L001,CD8_G,NA
E12_P9_MMD2-36B_L001,CD8_B,CD8_B
E2_P9_MMD2-36B_L001,CD8_G,CD8_G
E3_P8_MMD2-36B_L001,CD8_B,CD8_B
E4_P8_MMD2-36B_L001,CD8_B,CD8_B
E5_P8_MMD2-36B_L001,CD8_B,NA
E5_P9_MMD2-36B_L001,CD8_B,CD8_B
E6_P8_MMD2-36B_L001,CD8_B,CD8_B
E7_P10_MMD2-36B_L001,CD8_B,NA
E8_P6_MMD2-36B_L001,CD8_G,CD8_G
E9_P8_MMD2-36B_L001,CD8_B,NA
E9_P9_MMD2-36B_L001,CD8_G,CD8_G
F10_P6_MMD2-36B_L001,CD8_B,CD8_B
F11_P8_MMD2-36B_L001,CD8_B,CD8_B
F11_P9_MMD2-36B_L001,CD8_B,NA
F12_P10_MMD2-36B_L001,CD8_B,CD8_B
F3_P8_MMD2-36B_L001,CD8_B,CD8_B
F4_P6_MMD2-36B_L001,CD8_G,CD8_G
F4_P8_MMD2-36B_L001,CD8_B,CD8_B
F5_P8_MMD2-36B_L001,CD8_B,CD8_B
F6_P8_MMD2-36B_L001,CD8_B,NA
F8_P10_MMD2-36B_L001,CD8_G,CD8_G
F9_P6_MMD2-36B_L001,CD8_B,NA
G10_P8_MMD2-36B_L001,CD8_B,CD8_B
G11_P8_MMD2-36B_L001,CD8_B,NA
G12_P10_MMD2-36B_L001,CD8_G,CD8_G
G3_P10_MMD2-36B_L001,CD8_G,CD8_G
G3_P6_MMD2-36B_L001,CD8_B,CD8_B
G3_P8_MMD2-36B_L001,CD8_G,CD8_G
G3_P9_MMD2-36B_L001,CD8_B,NA
G4_P10_MMD2-36B_L001,CD8_B,CD8_B
G4_P6_MMD2-36B_L001,CD8_B,NA
G5_P10_MMD2-36B_L001,CD8_G,CD8_G
G5_P6_MMD2-36B_L001,CD8_G,NA
G5_P8_MMD2-36B_L001,CD8_G,CD8_G
G6_P6_MMD2-36B_L001,CD8_G,NA
G7_P10_MMD2-36B_L001,CD8_B,CD8_B
G8_P9_MMD2-36B_L001,CD8_G,CD8_G
H10_P10_MMD2-36B_L001,CD8_G,CD8_G
H10_P6_MMD2-36B_L001,CD8_G,CD8_G
H11_P10_MMD2-36B_L001,CD8_B,CD8_B
H11_P8_MMD2-36B_L001,CD8_B,NA
H12_P10_MMD2-36B_L001,CD8_G,CD8_G
H12_P8_MMD2-36B_L001,CD8_B,CD8_B
H1_P10_MMD2-36B_L001,CD8_B,NA
H1_P8_MMD2-36B_L001,CD8_B,CD8_B
H2_P8_MMD2-36B_L001,CD8_B,CD8_B
H2_P9_MMD2-36B_L001,CD8_G,NA
H3_P9_MMD2-36B_L001,CD8_B,CD8_B
H4_P10_MMD2-36B_L001,CD8_B,CD8_B
H5_P10_MMD2-36B_L001,CD8_B,NA
H5_P6_MMD2-36B_L001,CD8_B,CD8_B
H5_P8_MMD2-36B_L001,CD8_B,NA
H5_P9_MMD2-36B_L001,CD8_B,CD8_B
H8_P10_MMD2-36B_L001,CD8_B,CD8_B
H8_P9_MMD2-36B_L001,CD8_G,CD8_G
H9_P6_MMD2-36B_L001,CD8_B,CD8_B
A10_P5_M44_L001,CD8_B,NA
A11_P5_M44_L001,CD8_B,NA
A12_P4_M44_L001,CD8_B,NA
A12_P5_M44_L001,CD8_B,NA
A2_P4_M44_L001,CD8_B,NA
A3_P5_M44_L001,CD8_B,NA
A6_P4_M44_L001,CD8_G,CD8_G
A7_P4_M44_L001,CD8_B,NA
A7_P5_M44_L001,CD8_G,CD8_G
A9_P5_M44_L001,CD8_G,CD8_G
B10_P1_M44_L001,CD8_B,CD8_B
B10_P3_M44_L001,CD8_G,CD8_G
B10_P5_M44_L001,CD8_G,CD8_G
B11_P1_M44_L001,CD8_G,CD8_G
B11_P3_M44_L001,CD8_G,CD8_G
B11_P4_M44_L001,CD8_G,CD8_G
B11_P5_M44_L001,CD8_G,CD8_G
B12_P1_M44_L001,CD8_B,NA
B12_P3_M44_L001,CD8_B,NA
B12_P5_M44_L001,CD8_B,NA
B1_P1_M44_L001,CD8_B,NA
B1_P5_M44_L001,CD8_G,CD8_G
B2_P1_M44_L001,CD8_B,NA
B3_P1_M44_L001,CD8_B,CD8_B
B3_P4_M44_L001,CD8_G,CD8_G
B3_P5_M44_L001,CD8_G,CD8_G
B4_P4_M44_L001,CD8_G,CD8_G
B4_P5_M44_L001,CD8_G,CD8_G
B5_P1_M44_L001,CD8_G,CD8_G
B5_P3_M44_L001,CD8_B,NA
B5_P4_M44_L001,CD8_B,NA
B5_P5_M44_L001,CD8_G,CD8_G
B6_P3_M44_L001,CD8_B,NA
B7_P3_M44_L001,CD8_G,CD8_G
B7_P5_M44_L001,CD8_G,CD8_G
B8_P3_M44_L001,CD8_G,CD8_G
B8_P5_M44_L001,CD8_G,CD8_G
B9_P3_M44_L001,CD8_G,CD8_G
B9_P4_M44_L001,CD8_B,CD8_B
B9_P5_M44_L001,CD8_G,CD8_G
C10_P1_M44_L001,CD8_B,NA
C10_P3_M44_L001,CD8_G,CD8_G
C10_P4_M44_L001,CD8_B,NA
C11_P1_M44_L001,CD8_B,NA
C11_P3_M44_L001,CD8_B,NA
C12_P4_M44_L001,CD8_G,CD8_G
C12_P5_M44_L001,CD8_B,NA
C1_P3_M44_L001,CD8_B,CD8_B
C1_P4_M44_L001,CD8_G,CD8_G
C2_P1_M44_L001,CD8_G,CD8_G
C3_P1_M44_L001,CD8_G,CD8_G
C3_P3_M44_L001,CD8_G,CD8_G
C4_P3_M44_L001,CD8_B,NA
C6_P1_M44_L001,CD8_G,CD8_G
C6_P3_M44_L001,CD8_B,NA
C6_P4_M44_L001,CD8_B,NA
C7_P1_M44_L001,CD8_B,NA
C7_P3_M44_L001,CD8_G,CD8_G
C8_P4_M44_L001,CD8_G,CD8_G
C8_P5_M44_L001,CD8_B,NA
C9_P5_M44_L001,CD8_B,NA
D10_P3_M44_L001,CD8_B,NA
D10_P4_M44_L001,CD8_B,NA
D10_P5_M44_L001,CD8_G,CD8_G
D11_P3_M44_L001,CD8_G,CD8_G
D12_P1_M44_L001,CD8_B,CD8_B
D12_P5_M44_L001,CD8_B,NA
D1_P1_M44_L001,CD8_B,CD8_B
D1_P3_M44_L001,CD8_G,CD8_G
D1_P4_M44_L001,CD8_B,NA
D1_P5_M44_L001,CD8_G,CD8_G
D2_P1_M44_L001,CD8_B,CD8_B
D2_P3_M44_L001,CD8_B,CD8_B
D4_P3_M44_L001,CD8_B,NA
D4_P5_M44_L001,CD8_G,CD8_G
D5_P5_M44_L001,CD8_G,CD8_G
D6_P1_M44_L001,CD8_B,NA
D6_P4_M44_L001,CD8_G,CD8_G
D7_P1_M44_L001,CD8_B,NA
D7_P3_M44_L001,CD8_B,NA
D7_P4_M44_L001,CD8_B,NA
D9_P4_M44_L001,CD8_G,CD8_G
D9_P5_M44_L001,CD8_B,NA
E10_P1_M44_L001,CD8_B,NA
E10_P3_M44_L001,CD8_G,CD8_G
E10_P4_M44_L001,CD8_B,CD8_B
E11_P1_M44_L001,CD8_B,NA
E12_P3_M44_L001,CD8_B,NA
E1_P3_M44_L001,CD8_G,CD8_G
E1_P4_M44_L001,CD8_G,CD8_G
E1_P5_M44_L001,CD8_G,CD8_G
E2_P4_M44_L001,CD8_B,NA
E3_P4_M44_L001,CD8_G,CD8_G
E3_P5_M44_L001,CD8_G,CD8_G
E5_P1_M44_L001,CD8_G,CD8_G
E5_P5_M44_L001,CD8_B,CD8_B
E6_P4_M44_L001,CD8_B,NA
E6_P5_M44_L001,CD8_B,NA
E7_P3_M44_L001,CD8_G,CD8_G
E7_P4_M44_L001,CD8_B,CD8_B
E8_P1_M44_L001,CD8_B,NA
E8_P5_M44_L001,CD8_G,CD8_G
E9_P1_M44_L001,CD8_G,CD8_G
E9_P3_M44_L001,CD8_B,NA
F10_P1_M44_L001,CD8_B,CD8_B
F10_P3_M44_L001,CD8_G,CD8_G
F10_P5_M44_L001,CD8_G,NA
F12_P3_M44_L001,CD8_G,CD8_G
F12_P4_M44_L001,CD8_B,NA
F12_P5_M44_L001,CD8_G,NA
F1_P1_M44_L001,CD8_G,CD8_G
F1_P4_M44_L001,CD8_B,CD8_B
F1_P5_M44_L001,CD8_G,CD8_G
F3_P3_M44_L001,CD8_G,CD8_G
F3_P5_M44_L001,CD8_B,NA
F4_P1_M44_L001,CD8_G,CD8_G
F4_P3_M44_L001,CD8_B,NA
F4_P4_M44_L001,CD8_B,CD8_B
F5_P1_M44_L001,CD8_B,NA
F5_P3_M44_L001,CD8_G,CD8_G
F5_P4_M44_L001,CD8_B,NA
F6_P3_M44_L001,CD8_B,NA
F6_P5_M44_L001,CD8_B,NA
F7_P3_M44_L001,CD8_G,CD8_G
F7_P5_M44_L001,CD8_G,CD8_G
F9_P1_M44_L001,CD8_B,NA
F9_P4_M44_L001,CD8_G,CD8_G
F9_P5_M44_L001,CD8_B,CD8_B
G10_P4_M44_L001,CD8_B,NA
G10_P5_M44_L001,CD8_B,NA
G11_P3_M44_L001,CD8_G,CD8_G
G11_P5_M44_L001,CD8_B,NA
G12_P3_M44_L001,CD8_B,NA
G12_P4_M44_L001,CD8_B,CD8_B
G1_P1_M44_L001,CD8_B,NA
G1_P3_M44_L001,CD8_G,CD8_G
G1_P4_M44_L001,CD8_G,CD8_G
G2_P1_M44_L001,CD8_B,CD8_B
G2_P3_M44_L001,CD8_G,CD8_G
G3_P1_M44_L001,CD8_G,CD8_G
G3_P4_M44_L001,CD8_G,CD8_G
G4_P1_M44_L001,CD8_G,CD8_G
G4_P3_M44_L001,CD8_G,CD8_G
G4_P5_M44_L001,CD8_G,CD8_G
G5_P1_M44_L001,CD8_B,NA
G5_P3_M44_L001,CD8_B,NA
G6_P1_M44_L001,CD8_G,CD8_G
G6_P4_M44_L001,CD8_G,CD8_G
G7_P1_M44_L001,CD8_B,NA
G7_P5_M44_L001,CD8_B,NA
G9_P1_M44_L001,CD8_G,CD8_G
G9_P3_M44_L001,CD8_B,NA
G9_P4_M44_L001,CD8_G,CD8_G
H10_P5_M44_L001,CD8_B,NA
H11_P1_M44_L001,CD8_G,CD8_G
H11_P4_M44_L001,CD8_B,NA
H11_P5_M44_L001,CD8_B,NA
H1_P5_M44_L001,CD8_B,NA
H2_P1_M44_L001,CD8_G,CD8_G
H2_P4_M44_L001,CD8_B,NA
H2_P5_M44_L001,CD8_G,CD8_G
H3_P1_M44_L001,CD8_B,NA
H3_P3_M44_L001,CD8_G,CD8_G
H3_P5_M44_L001,CD8_B,NA
H4_P1_M44_L001,CD8_B,NA
H4_P4_M44_L001,CD8_G,CD8_G
H5_P4_M44_L001,CD8_G,CD8_G
H5_P5_M44_L001,CD8_G,CD8_G
H6_P1_M44_L001,CD8_G,CD8_G
H6_P3_M44_L001,CD8_B,NA
H7_P3_M44_L001,CD8_B,CD8_B
H9_P1_M44_L001,CD8_B,NA
H9_P3_M44_L001,CD8_B,NA
H9_P4_M44_L001,CD8_B,CD8_B
A10_P1_M66_L001,CD8_B,CD8_B
A10_P4_M66_L001,CD8_G,CD8_G
A10_P5_M66_L001,CD8_G,CD8_G
A11_P1_M66_L001,CD8_B,CD8_B
A12_P4_M66_L001,CD8_G,CD8_G
A12_P5_M66_L001,CD8_G,CD8_G
A2_P1_M66_L001,CD8_G,CD8_G
A2_P4_M66_L001,CD8_B,NA
A2_P5_M66_L001,CD8_G,CD8_G
A3_P4_M66_L001,CD8_B,CD8_B
A4_P2_M66_L001,CD8_G,CD8_G
A5_P2_M66_L001,CD8_B,NA
A5_P4_M66_L001,CD8_G,NA
A6_P2_M66_L001,CD8_G,CD8_G
A6_P5_M66_L001,CD8_G,CD8_G
A7_P2_M66_L001,CD8_G,CD8_G
A7_P4_M66_L001,CD8_B,NA
A8_P2_M66_L001,CD8_B,CD8_B
A8_P4_M66_L001,CD8_G,CD8_G
B10_P2_M66_L001,CD8_G,CD8_G
B10_P5_M66_L001,CD8_G,NA
B11_P2_M66_L001,CD8_B,NA
B11_P4_M66_L001,CD8_G,CD8_G
B12_P4_M66_L001,CD8_B,NA
B1_P5_M66_L001,CD8_B,CD8_B
B2_P1_M66_L001,CD8_G,CD8_G
B2_P2_M66_L001,CD8_B,NA
B2_P4_M66_L001,CD8_B,NA
B2_P5_M66_L001,CD8_G,CD8_G
B3_P1_M66_L001,CD8_B,CD8_B
B3_P2_M66_L001,CD8_G,CD8_G
B3_P4_M66_L001,CD8_B,NA
B3_P5_M66_L001,CD8_B,NA
B4_P2_M66_L001,CD8_G,CD8_G
B4_P5_M66_L001,CD8_G,CD8_G
B5_P1_M66_L001,CD8_B,CD8_B
B5_P2_M66_L001,CD8_B,CD8_B
B5_P5_M66_L001,CD8_G,CD8_G
B6_P2_M66_L001,CD8_B,NA
B6_P5_M66_L001,CD8_G,CD8_G
B9_P1_M66_L001,CD8_G,CD8_G
B9_P4_M66_L001,CD8_B,NA
B9_P5_M66_L001,CD8_B,NA
C10_P1_M66_L001,CD8_B,CD8_B
C10_P4_M66_L001,CD8_G,CD8_G
C10_P5_M66_L001,CD8_G,CD8_G
C11_P1_M66_L001,CD8_B,CD8_B
C11_P5_M66_L001,CD8_B,CD8_B
C1_P1_M66_L001,CD8_G,CD8_G
C1_P5_M66_L001,CD8_B,CD8_B
C2_P2_M66_L001,CD8_B,CD8_B
C3_P1_M66_L001,CD8_G,CD8_G
C3_P4_M66_L001,CD8_B,NA
C3_P5_M66_L001,CD8_G,CD8_G
C4_P1_M66_L001,CD8_B,CD8_B
C4_P2_M66_L001,CD8_G,CD8_G
C4_P5_M66_L001,CD8_B,CD8_B
C5_P2_M66_L001,CD8_B,NA
C6_P4_M66_L001,CD8_G,CD8_G
C7_P2_M66_L001,CD8_G,CD8_G
C8_P1_M66_L001,CD8_B,CD8_B
C9_P1_M66_L001,CD8_B,CD8_B
C9_P2_M66_L001,CD8_B,NA
D10_P1_M66_L001,CD8_G,CD8_G
D10_P2_M66_L001,CD8_G,CD8_G
D10_P4_M66_L001,CD8_B,CD8_B
D11_P4_M66_L001,CD8_G,CD8_G
D11_P5_M66_L001,CD8_B,NA
D12_P1_M66_L001,CD8_G,CD8_G
D12_P2_M66_L001,CD8_G,CD8_G
D12_P5_M66_L001,CD8_G,CD8_G
D1_P4_M66_L001,CD8_G,CD8_G
D1_P5_M66_L001,CD8_G,CD8_G
D2_P1_M66_L001,CD8_B,CD8_B
D2_P4_M66_L001,CD8_G,CD8_G
D2_P5_M66_L001,CD8_B,CD8_B
D4_P1_M66_L001,CD8_B,CD8_B
D4_P4_M66_L001,CD8_B,NA
D4_P5_M66_L001,CD8_B,NA
D5_P4_M66_L001,CD8_G,CD8_G
D5_P5_M66_L001,CD8_G,CD8_G
D6_P2_M66_L001,CD8_G,CD8_G
D6_P4_M66_L001,CD8_G,CD8_G
D8_P1_M66_L001,CD8_B,CD8_B
D8_P2_M66_L001,CD8_G,CD8_G
D8_P4_M66_L001,CD8_G,CD8_G
D9_P1_M66_L001,CD8_B,CD8_B
D9_P2_M66_L001,CD8_B,CD8_B
D9_P4_M66_L001,CD8_B,NA
E10_P1_M66_L001,CD8_B,CD8_B
E10_P2_M66_L001,CD8_B,NA
E10_P4_M66_L001,CD8_B,NA
E11_P2_M66_L001,CD8_G,CD8_G
E11_P5_M66_L001,CD8_B,NA
E12_P5_M66_L001,CD8_G,CD8_G
E1_P1_M66_L001,CD8_B,CD8_B
E1_P4_M66_L001,CD8_B,NA
E1_P5_M66_L001,CD8_G,CD8_G
E2_P1_M66_L001,CD8_G,CD8_G
E3_P1_M66_L001,CD8_B,CD8_B
E3_P2_M66_L001,CD8_G,CD8_G
E4_P1_M66_L001,CD8_G,CD8_G
E4_P2_M66_L001,CD8_B,NA
E4_P5_M66_L001,CD8_G,CD8_G
E5_P2_M66_L001,CD8_G,CD8_G
E5_P5_M66_L001,CD8_G,CD8_G
E7_P4_M66_L001,CD8_B,CD8_B
E8_P1_M66_L001,CD8_B,CD8_B
E8_P2_M66_L001,CD8_B,CD8_B
E8_P4_M66_L001,CD8_G,CD8_G
E9_P2_M66_L001,CD8_G,CD8_G
E9_P4_M66_L001,CD8_G,CD8_G
E9_P5_M66_L001,CD8_B,NA
F10_P4_M66_L001,CD8_B,CD8_B
F10_P5_M66_L001,CD8_B,CD8_B
F11_P2_M66_L001,CD8_B,CD8_B
F11_P4_M66_L001,CD8_G,CD8_G
F12_P5_M66_L001,CD8_B,CD8_B
F1_P1_M66_L001,CD8_G,CD8_G
F1_P2_M66_L001,CD8_B,CD8_B
F1_P4_M66_L001,CD8_G,CD8_G
F1_P5_M66_L001,CD8_G,CD8_G
F3_P1_M66_L001,CD8_G,CD8_G
F3_P5_M66_L001,CD8_G,CD8_G
F4_P4_M66_L001,CD8_G,CD8_G
F5_P2_M66_L001,CD8_G,CD8_G
F5_P4_M66_L001,CD8_G,CD8_G
F6_P5_M66_L001,CD8_G,CD8_G
F7_P2_M66_L001,CD8_B,CD8_B
F8_P1_M66_L001,CD8_G,CD8_G
F8_P2_M66_L001,CD8_B,CD8_B
F8_P5_M66_L001,CD8_B,CD8_B
F9_P4_M66_L001,CD8_B,NA
F9_P5_M66_L001,CD8_G,CD8_G
G10_P4_M66_L001,CD8_B,NA
G10_P5_M66_L001,CD8_B,CD8_B
G11_P4_M66_L001,CD8_B,NA
G12_P5_M66_L001,CD8_B,NA
G1_P1_M66_L001,CD8_B,CD8_B
G1_P2_M66_L001,CD8_B,CD8_B
G1_P4_M66_L001,CD8_G,CD8_G
G2_P1_M66_L001,CD8_B,NA
G2_P2_M66_L001,CD8_B,CD8_B
G3_P1_M66_L001,CD8_G,CD8_G
G4_P1_M66_L001,CD8_B,CD8_B
G4_P4_M66_L001,CD8_B,CD8_B
G5_P1_M66_L001,CD8_B,CD8_B
G5_P2_M66_L001,CD8_B,CD8_B
G5_P5_M66_L001,CD8_G,CD8_G
G6_P5_M66_L001,CD8_G,CD8_G
G7_P2_M66_L001,CD8_B,CD8_B
G7_P4_M66_L001,CD8_G,CD8_G
G7_P5_M66_L001,CD8_B,CD8_B
G8_P2_M66_L001,CD8_B,CD8_B
G8_P5_M66_L001,CD8_G,CD8_G
G9_P2_M66_L001,CD8_G,CD8_G
G9_P4_M66_L001,CD8_G,CD8_G
H10_P5_M66_L001,CD8_B,CD8_B
H12_P1_M66_L001,CD8_B,NA
H12_P2_M66_L001,CD8_G,CD8_G
H1_P4_M66_L001,CD8_G,CD8_G
H2_P4_M66_L001,CD8_G,CD8_G
H5_P2_M66_L001,CD8_B,NA
H6_P4_M66_L001,CD8_B,NA
H6_P5_M66_L001,CD8_G,CD8_G
H7_P2_M66_L001,CD8_G,CD8_G
H7_P4_M66_L001,CD8_G,CD8_G
H8_P2_M66_L001,CD8_B,CD8_B
H9_P4_M66_L001,CD8_B,CD8_B
A10_P2_M71_L001,CD8_B,CD8_B
A10_P3_M71_L001,CD8_B,CD8_B
A10_P4_M71_L001,CD8_B,CD8_B
A11_P2_M71_L001,CD8_B,CD8_B
A11_P3_M71_L001,CD8_B,CD8_B
A12_P1_M71_L001,CD8_G,CD8_G
A12_P2_M71_L001,CD8_B,NA
A12_P3_M71_L001,CD8_B,CD8_B
A2_P1_M71_L001,CD8_B,CD8_B
A2_P2_M71_L001,CD8_B,CD8_B
A4_P1_M71_L001,CD8_B,CD8_B
A4_P3_M71_L001,CD8_B,CD8_B
A4_P4_M71_L001,CD8_B,CD8_B
A5_P2_M71_L001,CD8_B,CD8_B
A5_P3_M71_L001,CD8_B,CD8_B
A5_P4_M71_L001,CD8_B,NA
A6_P2_M71_L001,CD8_B,CD8_B
A6_P3_M71_L001,CD8_B,CD8_B
A7_P4_M71_L001,CD8_B,NA
A8_P3_M71_L001,CD8_B,CD8_B
A9_P1_M71_L001,CD8_B,NA
A9_P4_M71_L001,CD8_B,NA
B10_P1_M71_L001,CD8_B,CD8_B
B10_P2_M71_L001,CD8_B,CD8_B
B10_P3_M71_L001,CD8_B,CD8_B
B11_P1_M71_L001,CD8_B,CD8_B
B11_P3_M71_L001,CD8_B,CD8_B
B11_P4_M71_L001,CD8_B,CD8_B
B12_P1_M71_L001,CD8_B,NA
B12_P3_M71_L001,CD8_B,CD8_B
B1_P1_M71_L001,CD8_B,CD8_B
B1_P2_M71_L001,CD8_B,CD8_B
B2_P3_M71_L001,CD8_B,NA
B2_P4_M71_L001,CD8_B,NA
B3_P2_M71_L001,CD8_B,CD8_B
B3_P4_M71_L001,CD8_B,CD8_B
B4_P1_M71_L001,CD8_B,NA
B4_P2_M71_L001,CD8_B,CD8_B
B5_P3_M71_L001,CD8_B,CD8_B
B5_P6_M71_L001,CD8_B,CD8_B
B6_P2_M71_L001,CD8_B,CD8_B
B6_P3_M71_L001,CD8_B,CD8_B
B6_P4_M71_L001,CD8_B,NA
B7_P1_M71_L001,CD8_B,CD8_B
B7_P3_M71_L001,CD8_B,CD8_B
B7_P4_M71_L001,CD8_B,CD8_B
B8_P1_M71_L001,CD8_B,NA
B8_P2_M71_L001,CD8_B,CD8_B
B8_P3_M71_L001,CD8_B,CD8_B
B8_P4_M71_L001,CD8_B,CD8_B
B9_P1_M71_L001,CD8_B,CD8_B
B9_P4_M71_L001,CD8_B,CD8_B
C10_P1_M71_L001,CD8_B,CD8_B
C10_P2_M71_L001,CD8_B,NA
C11_P1_M71_L001,CD8_B,CD8_B
C12_P1_M71_L001,CD8_B,CD8_B
C12_P3_M71_L001,CD8_B,NA
C12_P4_M71_L001,CD8_B,NA
C1_P1_M71_L001,CD8_B,NA
C1_P2_M71_L001,CD8_B,CD8_B
C1_P3_M71_L001,CD8_B,CD8_B
C2_P1_M71_L001,CD8_B,CD8_B
C2_P2_M71_L001,CD8_B,CD8_B
C2_P3_M71_L001,CD8_B,CD8_B
C3_P2_M71_L001,CD8_B,NA
C3_P3_M71_L001,CD8_B,NA
C4_P1_M71_L001,CD8_B,CD8_B
C4_P2_M71_L001,CD8_B,CD8_B
